First Name,Last Name,Date,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,DIVISION,HEIGHT_IN,WEIGHT,POSITION1,POSITION2,THROWING_SIDE_R_L,BATTING_SIDE_R_L_S,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,INNINGS_PITCHED,HITS_ALLOWED,RUNS_ALLOWED,STOLEN_BASES_ALLOWED,WALKS,STRIKEOUTS_CALLED_VS_RIGHT,STRIKEOUTS_SWINGING_VS_RIGHT,STRIKEOUTS_CALLED_VS_LEFT,STRIKEOUTS_SWINGING_VS_LEFT,HOME_RUNS_ALLOWED,GROUNDOUTS,FLYOUTS,TIME_TO_HOME,PITCH_TOTAL,STRIKES_TOTAL,BATTERS_FACED,FIRST_PITCH_STRIKES,HITS_ALLOWED_LEFT_SIDE,HITS_ALLOWED_MIDDLE,HITS_ALLOWED_RIGHT_SIDE,FASTBALL_VELO_MIN,FASTBALL_VELO_MAX,FB_PITCH_TYPE,TOTAL_SWINGS_FASTBALL,SWINGS_AND_MISSES_FASTBALL,CHASE_SWINGS_FASTBALL,HARD_CONTACT_FASTBALL,BREAKING_BALL_VELO_MIN,BREAKING_BALL_VELO_MAX,BB_PITCH_TYPE,TOTAL_SWINGS_BREAKING_BALL,SWINGS_AND_MISSES_BREAKING_BALL,CHASE_SWINGS_BREAKING_BALL,HARD_CONTACT_BREAKING_BALL,THIRD_PITCH_VELO_MIN,THIRD_PITCH_VELO_MAX,THIRD_PITCH_TYPE,TOTAL_SWINGS_THIRD_PITCH,SWINGS_AND_MISSES_THIRD_PITCH,CHASE_SWINGS_THIRD_PITCH,HARD_CONTACT_THIRD_PITCH,FOURTH_PITCH_VELO_MIN,FOURTH_PITCH_VELO_MAX,FOURTH_PITCH_TYPE,TOTAL_SWINGS_FOURTH_PITCH,SWINGS_AND_MISSES_FOURTH_PITCH,CHASE_SWINGS_FOURTH_PITCH,HARD_CONTACT_FOURTH_PITCH,SCOUTING_NOTES,INJURY_NOTES,CHARACTER_NOTES,PITCHING_NOTES,FIELDING_NOTES,ATHLETE_NOTES,VIDEO_EXISTS,SCHOOL_ID,SCOUT_ID,GAME_KEY,MATCH_ID,-,DIVISION,DATE,AGE,FIRST&LAST,STRIKE %,K/9,BB/9,MISS%,CHASE%,FB MISS%,FB CHASE%,BB MISS%,BB CHASE%,NameHSGradYR,,,
Alan,Vasquez,3/3/2018,So.,Ben Pickett,Pierce College-Puyallup,Northwest Athletic Conference,,71,175,P,0,R,R,Bellevue College,Northwest Athletic Conference,Pierce College_AT_Bellevue College_03/03/2018,5.33,5,1,1,2,0,0,0,0,51,2,3,0,0,0,0,0,1,3,1,82,88,0,31,5,0,6,66,73,0,9,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,,1832,,?,43162,21,Alan Vasquez,0.0,0.0,3.4,25.0,2.5,16.1,0.0,55.6,11.1,AlanVasquez2016,,,
Saul,Aguilera,3/3/2018,Sr.,Andrew LeMaster,George Mason University,Atlantic 10 Conference,1,73,185,P,0,R,0,Fairfield University,Metro Atlantic Athletic Conference,Fairfield University_AT_George Mason University_03/03/2018,0,2,4,0,1,0,0,0,0,52.63,0,0,0,0,0,0,0,1,0,1,81,86,0,6,0,1,2,65,69,0,0,0,0,0,74,75,0,0,0,0,0,70,72,0,0,0,0,0,0,0,0,0,0,0,0,759,67,,1894,,01,43162,23,Saul Aguilera,0.0,-,-,0.0,16.7,0.0,16.7,-,-,SaulAguilera2014,,,
Dominic,Morabito,3/3/2018,Sr.,Kelly Ramsey,Lincoln Memorial University,South Atlantic Conference,2,70,180,P,0,R,R,Anderson University (South Carolina),South Atlantic Conference,Anderson University (South Carolina)_AT_Lincoln Memorial University_03/03/2018,3,6,2,0,3,0,0,0,0,60,7,0,0,0,0,0,0,3,2,1,83,86,0,7,0,0,3,74,77,0,4,0,1,0,75,79,0,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,94,,2273,,02,43162,23,Dominic Morabito,0.0,0.0,9.0,10.5,15.8,0.0,0.0,0.0,25.0,DominicMorabito2014,,,
Kyle,Luigs,3/3/2018,So.,Kasen Rainey,University of North Georgia,Peach Belt,2,76,195,P,0,R,R,Georgia Southwestern State University,Peach Belt,Georgia Southwestern State University_AT_University of North Georgia_03/03/2018,7.67,9,4,0,1,0,0,0,0,56,9,10,0,0,0,0,0,4,3,2,86,89,0,10,3,0,4,71,75,0,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208,93,,1618,,02,43162,21,Kyle Luigs,0.0,0.0,1.2,35.3,11.8,30.0,0.0,42.9,28.6,KyleLuigs2016,,,
Kayleb,Sanderson,3/3/2018,So.,Reagon Gropp,Southeast Community College Area,Nebraska Community College Athletic Conference,,0,0,P,0,R,R,St. Clair County Community College,Michigan Community College Athletic Association,St. Clair County Community College_AT_Southeast Community College_03/03/2018,5,5,2,0,1,0,0,0,0,72.09,5,2,0,0,0,0,0,2,0,1,84,90,0,33,7,6,2,71,75,0,4,1,1,1,77,81,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53,,1747,,?,43162,21,Kayleb Sanderson,0.0,0.0,1.8,20.0,17.5,21.2,18.2,25.0,25.0,KaylebSanderson2016,,,
Charles,Hall,3/3/2018,Jr.,Zane Moran,Tusculum College,South Atlantic Conference,2,72,165,P,0,R,R,Wingate University,South Atlantic Conference,Wingate University_AT_Tusculum College_03/03/2018,6.33,9,6,0,2,0,0,0,0,65,5,5,0,0,0,0,0,2,5,2,83,89,0,31,3,0,4,73,81,0,13,5,0,2,78,82,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106,81,,658,,02,43162,22,Charles Hall,0.0,0.0,2.8,22.9,0.0,9.7,0.0,38.5,0.0,CharlesHall2015,,,
Tim,Salvadore,3/3/2018,Fr.,Jean Ann,New York University,University Athletic Association,3,75,190,P,0,R,R,State University of New York at Canton,Independent,State University of New York at Canton_AT_New York University_03/03/2018,5,5,3,2,4,0,0,0,0,54.3,6,1,0,0,0,0,0,1,2,2,77,85,0,28,5,2,2,71,78,0,4,1,1,0,73,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,4,,270,,03,43162,20,Tim Salvadore,0.0,0.0,7.2,18.8,9.4,17.9,7.1,25.0,25.0,TimSalvadore2017,,,
Trent,Shelton,3/3/2018,Sr.,Doug Wyman,California Polytechnic State University-San Luis Obispo,Big West,,76,205,P,0,R,R,University of the Pacific,West Coast,University of the Pacific_AT_California Polytechnic State University_03/03/2018,7,6,0,0,0,0,0,0,0,72,3,7,0,0,0,0,0,3,1,2,83,85,0,16,4,1,2,75,79,0,11,4,1,3,77,79,0,11,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,126,,2392,,?,43162,23,Trent Shelton,0.0,0.0,0.0,34.2,13.2,25.0,6.3,36.4,9.1,TrentShelton2014,,,
Egan,Bonde,3/3/2018,Jr.,Tyler Brandt,Buena Vista University,Iowa Intercol. Athletic Conf.,3,74,185,P,0,L,L,Washington University in St. Louis,University Athletic Association,Buena Vista University_AT_Washington University in St. Louis_03/04/2018,3,1,0,1,0,0,0,0,0,73,3,2,0,0,0,0,0,0,1,0,74,76,0,7,2,1,1,64,66,0,9,2,3,1,68,70,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,19,,440,,03,43162,22,Egan Bonde,0.0,0.0,0.0,27.8,27.8,28.6,14.3,22.2,33.3,EganBonde2015,,,
Cobe,Karhoff,3/3/2018,So.,Griffin Mitchell,Regis University,Rocky Mountain Athletic Conference,,72,180,P,0,R,R,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,"Regis University (Colorado)_AT_University of Colorado, Colorado Springs_03/03/2018",5,10,5,1,0,0,0,0,0,67.9,7,0,0,0,0,0,0,4,4,3,85,89,0,20,6,4,5,72,78,0,13,2,2,3,78,83,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77,,1574,,?,43162,21,Cobe Karhoff,0.0,0.0,0.0,27.8,19.4,30.0,20.0,15.4,15.4,CobeKarhoff2016,,,
Collin,Brown,3/3/2018,Jr.,Duncan Wilson,Catholic University of America,Landmark Conference,,72,160,P,0,R,R,Haverford College,Centennial Conference,Haverford College_AT_Catholic University_03/03/2018,2,1,0,2,2,0,0,0,0,60,2,1,0,0,0,0,0,0,1,0,81,85,0,4,1,0,3,74,78,0,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,124,,466,,?,43162,22,Collin Brown,0.0,0.0,9.0,40.0,20.0,25.0,0.0,45.5,27.3,CollinBrown2015,,,
JT,Berry,3/3/2018,So.,Eric Droegemeier,Dallas Christian College,Association of Christian College Athletics,2,0,0,P,0,R,0,Schreiner University,Southern Collegiate Athletic Conference,Dallas Christian College_AT_Schreiner University_03/03/2018,7,4,0,0,3,0,0,0,0,48,8,7,0,0,0,0,0,2,1,1,74,79,0,32,7,4,0,62,68,0,9,2,0,0,70,74,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,32,,1338,,02,43162,21,JT Berry,0.0,0.0,3.9,20.0,8.0,21.9,12.5,22.2,0.0,JTBerry2016,,,
Ryan,Randel,3/3/2018,Jr.,Koby Farries,University of Houston,American Athletic Conference,1,79,195,P,0,R,R,Vanderbilt University,SEC,University of Houston_AT_Vanderbilt University_03/04/2018,1.67,5,7,0,3,0,0,0,0,52.4,1,2,0,0,0,0,0,3,0,2,87,89,0,6,0,0,2,77,80,0,4,1,1,1,72,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158,38,,934,,01,43162,22,Ryan Randel,0.0,0.0,16.2,9.1,9.1,0.0,0.0,25.0,25.0,RyanRandel2015,,,
Matteo,Bocchi,3/3/2018,Jr.,Harrison Grant,The University of Texas at Austin,Big 12,1,76,205,P,0,R,0,Northwestern University,Big 10,Northwestern University_AT_University of Texas_03/04/2018,4.33,2,1,1,5,0,0,0,0,55.41,6,3,0,0,0,0,0,1,1,0,89,92,0,17,2,0,6,81,82,0,2,1,0,0,87,88,0,4,0,0,2,80,81,0,1,0,0,0,0,0,0,0,0,0,0,,51,,433,,01,43162,22,Matteo Bocchi,0.0,0.0,10.4,12.5,0.0,11.8,0.0,50.0,0.0,MatteoBocchi2015,,,
Avery,Weems,3/3/2018,Jr.,Tommy Moran,University of Arizona,Pacific-12 Conference,1,74,205,P,0,L,R,University of Illinois Urbana-Champaign,Big 10,University of Arizona_AT_University of Illinois Urbana-Champaign_03/03/2018,3.33,7,2,0,0,0,0,0,0,64,4,3,0,0,0,0,0,2,1,4,84,88,0,12,1,0,5,73,75,0,4,0,0,1,75,80,0,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130,80,,1080,,01,43162,22,Avery Weems,0.0,0.0,0.0,16.7,4.2,8.3,0.0,0.0,0.0,AveryWeems2015,,,
Matt,Brooks,3/3/2018,So.,Maddy Craft,University of North Carolina at Charlotte,Conference USA,,73,175,P,0,R,R,Siena College,Metro Atlantic Athletic,Siena College_AT_The University of North Carolina at Charlotte_03/03/2018,7,5,2,0,2,0,0,0,0,67,7,5,0,0,0,0,0,0,3,2,86,91,0,21,1,2,5,80,87,0,11,2,1,5,71,76,0,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,,1361,,?,43162,21,Matt Brooks,0.0,0.0,2.6,19.5,7.3,4.8,9.5,18.2,9.1,MattBrooks2016,,,
Jake,Vierno,3/3/2018,Jr.,Kyle Anderson,SUNY College of Technology at Canton,Independent,,73,210,P,0,R,R,New York University,University Athletic Association,State University of New York at Canton_AT_New York University_03/03/2018,2,5,8,2,5,0,0,0,0,49,4,1,0,0,0,0,0,4,1,1,73,85,0,14,1,1,2,68,73,0,2,0,0,0,68,74,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,1068,,?,43162,22,Jake Vierno,0.0,0.0,22.5,6.9,3.4,7.1,7.1,0.0,0.0,JakeVierno2015,,,
Zach,Mort,3/3/2018,Jr.,Andrew LeMaster,George Mason University,Atlantic 10 Conference,1,73,195,P,0,R,R,Fairfield University,Metro Atlantic Athletic Conference,Fairfield University_AT_George Mason University_03/03/2018,5,6,3,1,1,0,0,0,0,76.4,4,1,0,0,0,0,0,0,2,4,87,92,0,23,7,11,2,72,76,0,5,1,5,0,80,85,0,6,2,3,0,76,81,0,7,4,4,1,0,0,0,0,0,0,0,759,67,,852,,01,43162,22,Zach Mort,0.0,0.0,1.8,34.1,56.1,30.4,47.8,20.0,100.0,ZachMort2015,,,
Matt,Colon,3/3/2018,Sr.,Henry Kreienbaum,James Madison University,Colonial Athletic Association,1,0,275,P,0,R,R,Fordham University,Atlantic-10,Fordham University_AT_James Madison University_03/03/2018,0.33,1,1,1,1,0,0,0,0,60,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,65,,2000,,01,43162,23,Matt Colon,0.0,0.0,27.3,40.0,40.0,33.3,33.3,-,-,MattColon2014,,,
J.W.,McGraw,3/2/2018,Sr.,Zach Tallevast,Columbia College-Missouri,American Midwest,,74,180,P,0,R,R,Trinity Christian University,Chicago Collegiate Athletic Conference,Trinity Christian University_AT_Columbia College of Missouri_03/03/2018,4.33,7,2,1,2,0,0,0,0,71,4,2,0,0,0,0,0,3,2,2,71,76,0,10,4,3,4,61,68,0,3,1,1,0,65,70,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,116,,2248,,?,43161,23,J.W. McGraw,0.0,0.0,4.2,40.0,26.7,40.0,30.0,33.3,33.3,J.W.McGraw2014,,,
Michael,Plassmeyer,3/2/2018,Jr.,Zach Tallevast,University of Missouri-Columbia,Southeastern Conference,1,75,199,P,0,L,L,"University of Maryland, Baltimore County",America East Conference,"University of Maryland, Baltimore County_AT_University of Missouri_03/03/2018",6,2,2,0,1,0,0,0,0,62,8,3,0,0,0,0,0,1,0,1,82,88,0,12,2,1,2,73,77,0,3,0,1,0,76,80,0,4,2,2,0,77,79,0,2,1,1,0,0,0,0,0,0,0,0,,116,,914,,01,43161,22,Michael Plassmeyer,0.0,0.0,1.5,23.8,23.8,16.7,8.3,0.0,33.3,MichaelPlassmeyer2015,,,
Joe,Slocum,3/2/2018,RS-Jr.,Griffin Mitchell,University of Colorado Colorado Springs,Rocky Mountain Athletic Conference,,74,190,P,0,R,R,Regis University (Colorado),Rocky Mountain Athletic Conference,"Regis University (Colorado)_AT_University of Colorado, Colorado Springs_03/02/2018",4.33,4,5,0,1,0,0,0,0,66.1,4,3,0,0,0,0,0,3,1,0,79,84,0,15,4,2,5,65,73,0,3,1,0,0,73,77,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77,,1254,,?,43161,23,Joe Slocum,0.0,0.0,2.1,30.0,10.0,26.7,13.3,33.3,0.0,JoeSlocum2014,,,
Matthew,Frisbee,3/2/2018,Jr.,Keith Spalding,University of North Carolina at Greensboro,Southern Conference,,75,230,P,0,R,0,Marist College,Metro Atlantic Athletic,Marist College_AT_The University of North Carolina at Greensboro_03/02/2018,7,4,1,0,2,0,0,0,0,65.71,10,2,0,0,0,0,0,2,1,1,88,91,0,18,5,0,1,78,81,0,12,4,2,1,82,86,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,108,,618,,?,43161,22,Matthew Frisbee,0.0,0.0,2.6,36.4,12.1,27.8,0.0,33.3,16.7,MatthewFrisbee2015,,,
Anthony,Esposita,3/2/2018,So.,Eric Droegemeier,Dallas Christian College,Association of Christian College Athletics,2,0,0,P,0,R,0,Schreiner University,Southern Collegiate Athletic Conference,Dallas Christian College_AT_Schreiner University_03/02/2018,7,6,2,2,1,0,0,0,0,58,9,4,0,0,0,0,0,2,1,3,75,79,0,36,6,0,3,64,68,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,32,,1461,,02,43161,21,Anthony Esposita,0.0,0.0,1.3,14.0,0.0,16.7,0.0,0.0,0.0,AnthonyEsposita2016,,,
Matthew,Ashbaugh,3/2/2018,So.,Tyler Brandt,Washington University in St Louis,University Athletic Association,,69,170,P,0,L,L,Buena Vista University,Iowa Intercol. Athletic Conf.,Buena Vista University_AT_Washington University in St. Louis_03/03/2018,4,4,4,2,1,0,0,0,0,60.4,3,5,0,0,0,0,0,2,1,1,81,84,0,20,1,2,3,65,68,0,4,0,0,0,72,75,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,,1318,,?,43161,21,Matthew Ashbaugh,0.0,0.0,2.3,9.4,15.6,5.0,10.0,0.0,0.0,MatthewAshbaugh2016,,,
Jake,Wong,3/2/2018,Jr.,Ryan Hutchinson,Grand Canyon University,Western Athletic Conference,1,0,210,P,0,R,R,"California State University, Northridge",Big West Confernece,"California State University, Northridge_AT_Grand Canyon University_03/02/2018",5.33,9,5,0,1,0,0,0,0,64,5,7,0,0,0,0,0,2,1,6,89,93,0,26,6,9,7,78,78,0,4,3,3,0,80,86,0,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,56,,1098,,01,43161,22,Jake Wong,0.0,0.0,1.7,40.5,48.6,23.1,34.6,75.0,75.0,JakeWong2015,,,
Andy,McGuire,3/2/2018,RS-Jr.,Harrison Grant,The University of Texas at Austin,Big 12,1,73,210,P,0,R,R,Northwestern University,Big 10,Northwestern University_AT_University of Texas_03/03/2018,2.67,4,4,1,2,0,0,0,0,62.75,5,1,0,0,0,0,0,2,1,1,89,92,0,10,3,0,2,81,84,0,4,0,0,2,87,89,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51,,1242,,01,43161,23,Andy McGuire,0.0,0.0,6.7,25.0,0.0,30.0,0.0,0.0,0.0,AndyMcGuire2014,,,
Gage,Smart,3/2/2018,So.,Jarod Bacon,Buena Vista University,Iowa Intercollegiate Athletic Conference,3,73,175,P,0,L,L,Washington University in St. Louis,University Athletic Association,Buena Vista University_AT_Washington University in St. Louis_03/03/2018,3,5,9,2,4,0,0,0,0,52,7,1,0,0,0,0,0,4,0,1,78,82,0,16,1,0,2,67,70,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,10,,1772,,03,43161,21,Gage Smart,0.0,0.0,12.0,9.5,0.0,6.3,0.0,20.0,0.0,GageSmart2016,,,
Michael,Clark,3/2/2018,Jr.,Doug Wyman,California Polytechnic State University-San Luis Obispo,Big West,,72,170,P,0,R,R,University of the Pacific,West Coast,University of the Pacific_AT_California Polytechnic State University_03/02/2018,6,5,4,1,3,0,0,0,0,61,8,1,0,0,0,0,0,2,1,2,86,90,0,20,3,0,4,75,80,0,8,3,2,2,77,79,0,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,126,,500,,?,43161,22,Michael Clark,0.0,0.0,4.5,26.3,7.9,15.0,0.0,37.5,25.0,MichaelClark2015,,,
Riley,McCauley,3/2/2018,Jr.,Tommy Moran,Michigan State University,Big 10,1,72,205,P,0,R,R,University of Washington,Pacific-12 Conference,University of Washington_AT_Michigan State University_03/02/2018,5,6,0,1,1,0,0,0,0,63,5,8,0,0,0,0,0,2,3,1,85,90,0,30,7,0,3,71,75,0,4,2,1,0,73,77,0,6,4,1,1,76,82,0,7,3,0,1,0,0,0,0,0,0,0,1296,80,,810,,01,43161,22,Riley McCauley,0.0,0.0,1.8,34.0,4.3,23.3,0.0,50.0,25.0,RileyMcCauley2015,,,
Paul,Richan,3/2/2018,Jr.,Ruari McCann,University of San Diego,West Coast Conference,1,75,200,P,0,R,R,"Indiana University, Bloomington",Big Ten,"Indiana University, Bloomington_AT_University of San Diego_03/02/2018",4.67,9,8,0,1,0,0,0,0,72.6,7,3,0,0,0,0,0,5,1,3,90,93,0,24,2,1,5,73,79,0,26,9,7,3,80,82,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,73,,941,,01,43161,22,Paul Richan,0.0,0.0,1.9,23.5,15.7,8.3,4.2,34.6,26.9,PaulRichan2015,,,
Daniel,Silva,3/2/2018,So.,Griffin Mitchell,University of Colorado Colorado Springs,Rocky Mountain Athletic Conference,,75,195,P,0,R,R,Regis University (Colorado),Rocky Mountain Athletic Conference,"Regis University (Colorado)_AT_University of Colorado, Colorado Springs_03/02/2018",5.33,9,2,0,1,0,0,0,0,64.1,4,6,0,0,0,0,0,4,3,2,85,90,0,20,4,6,6,64,68,0,6,2,1,3,75,78,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77,,1766,,?,43161,21,Daniel Silva,0.0,0.0,1.7,23.3,26.7,20.0,30.0,33.3,16.7,DanielSilva2016,,,
Matthew,Williams,3/2/2018,So.,Chandler Chappell,Concordia University-Texas,American Southwest Conference,,75,210,P,0,R,R,University of the Ozarks (Arkansas),American Southwest Conference,University of the Ozarks (Arkansas)_AT_Concordia University Texas_03/03/2018,5,7,6,0,2,0,0,0,0,64.94,6,2,0,0,0,0,0,3,1,3,78,84,0,23,2,1,4,73,77,0,13,9,5,1,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,,1865,,?,43161,21,Matthew Williams,0.0,0.0,3.6,30.6,16.7,8.7,4.3,69.2,38.5,MatthewWilliams2016,,,
Kyle,Fimbrez,3/2/2018,Jr.,Andrew Stockmann,Oklahoma Wesleyan University,Kansas Collegiate Athletic Conference,NAIA,73,220,P,0,R,0,Friends University,Kansas Collegiate Athletic Conference,Oklahoma Wesleyan University_AT_Friends University_03/03/2018,5.67,8,6,0,2,0,0,0,0,59.4,5,3,0,0,0,0,0,5,3,0,85,90,0,30,7,1,5,72,76,0,6,2,2,1,75,78,0,7,3,3,0,72,74,0,1,0,1,0,0,0,0,0,0,0,0,1514,112,,600,,NAIA,43161,22,Kyle Fimbrez,0.0,0.0,3.2,27.3,15.9,23.3,3.3,33.3,33.3,KyleFimbrez2015,,,
Daulton,Chapman,3/2/2018,Jr.,Ryan Hutchinson,Grand Canyon University,Western Athletic Conference,1,77,190,P,0,R,R,Valparaiso University,Missouri Valley Conference,Valparaiso University_AT_Grand Canyon University_03/02/2018,1.67,5,3,0,0,0,0,0,0,63,1,2,0,0,0,0,0,2,1,2,83,87,0,16,2,3,6,70,75,0,3,1,3,0,74,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,56,,489,,01,43161,22,Daulton Chapman,0.0,0.0,0.0,15.8,31.6,12.5,18.8,33.3,100.0,DaultonChapman2015,,,
Cody,Deason,3/2/2018,Jr.,Tommy Moran,University of Arizona,Pacific-12 Conference,1,75,206,P,0,R,R,"University of Minnesota, Twin Cities",Big 10,"University of Arizona_AT_University of Minnesota, Twin Cities_03/02/2018",7,3,0,0,4,0,0,0,0,67,9,4,0,0,0,0,0,2,1,0,88,94,0,32,6,0,3,75,80,0,6,1,0,1,82,86,0,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130,80,,549,,01,43161,22,Cody Deason,0.0,0.0,5.1,21.3,0.0,18.8,0.0,16.7,0.0,CodyDeason2015,,,
Josh,Maciejewski,3/2/2018,Sr.,Maddy Craft,University of North Carolina at Charlotte,Conference USA,,75,210,P,0,L,L,Siena College,Metro Atlantic Athletic,Siena College_AT_The University of North Carolina at Charlotte_03/02/2018,7,3,0,0,2,0,0,0,0,59,7,5,0,0,0,0,0,1,0,2,87,94,0,21,1,1,5,83,87,0,14,5,0,4,74,81,0,12,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,,2225,,?,43161,23,Josh Maciejewski,0.0,0.0,2.6,25.5,4.3,4.8,4.8,35.7,0.0,JoshMaciejewski2014,,,
Joe,DeMers,3/2/2018,Jr.,Dylan Anderson,University of Washington-Seattle Campus,Pacific-12 Conference,,74,235,P,0,R,R,Michigan State University,Big 10,University of Washington_AT_Michigan State University_03/02/2018,7.67,5,2,0,0,0,0,0,0,70.7,14,4,0,0,0,0,0,2,1,2,86,92,0,43,5,0,5,66,76,0,7,1,1,0,72,78,0,2,2,1,0,84,88,0,2,0,0,0,0,0,0,0,0,0,0,,2,,557,,?,43161,22,Joe DeMers,0.0,0.0,0.0,14.8,3.7,11.6,0.0,14.3,14.3,JoeDeMers2015,,,
Tate,Holmes,3/2/2018,So.,Tyler Brandt,Buena Vista University,Iowa Intercol. Athletic Conf.,3,72,185,P,0,R,R,Washington University in St. Louis,University Athletic Association,Buena Vista University_AT_Washington University in St. Louis_03/03/2018,4.33,7,7,0,3,0,0,0,0,63.5,3,5,0,0,0,0,0,3,3,1,78,82,0,17,0,3,3,66,70,0,9,4,5,0,68,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,19,,1542,,03,43161,21,Tate Holmes,0.0,0.0,6.2,14.8,29.6,0.0,17.6,44.4,55.6,TateHolmes2016,,,
Gabe,Katich,3/2/2018,Sr.,Andrew Pop,California State University-Monterey Bay,California Collegiate Athletic Association,,70,185,P,0,R,0,"California State University, Los Angeles",CCAA,"California State University, Monterey Bay_AT_California State University, Los Angeles_03/02/2018",5,9,4,0,2,0,0,0,0,63,5,4,0,0,0,0,0,1,5,3,83,87,0,21,2,6,9,72,76,0,11,4,5,2,76,78,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91,,2168,,?,43161,23,Gabe Katich,0.0,0.0,3.6,18.2,33.3,9.5,28.6,36.4,45.5,GabeKatich2014,,,
Ethan,Landon,3/2/2018,RS-Sr.,Caleb Watkins,Michigan State University,Big 10,1,77,215,P,0,R,R,UCLA,Pac 12,UCLA_AT_Michigan State University_03/03/2018,0,0,0,0,2,0,0,0,0,65.45,6,5,0,0,0,0,0,3,3,1,86,89,0,31,0,6,5,82,84,0,10,8,6,0,80,81,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,122,,1279,,01,43161,24,Ethan Landon,0.0,-,-,20.4,30.6,0.0,19.4,80.0,60.0,EthanLandon2013,,,
Matt,Mercer,3/2/2018,Jr.,Jake Mulleavey,University of Oregon,Pacific-12 Conference,1,0,185,P,0,R,R,Florida Atlantic University,Conference USA,Florida Atlantic University_AT_University of Oregon_03/02/2018,7.33,4,1,0,3,0,0,0,0,26,6,5,0,0,0,0,0,1,1,2,92,96,0,28,5,0,1,72,76,0,2,0,0,1,80,84,0,9,3,2,2,82,85,0,2,1,0,0,0,0,0,0,0,0,0,2213,84,,828,,01,43161,22,Matt Mercer,0.0,0.0,3.7,22.0,4.9,17.9,0.0,0.0,0.0,MattMercer2015,,,
Devon,Roedahl,3/2/2018,So.,Ketzy Garcia,San Jacinto Community College,Southwestern Junior College Conference,,74,220,P,0,R,R,Wharton County Junior College,Southwestern Junior College Conference,Wharton County Junior College_AT_San Jacinto College-North_03/03/2018,6,6,2,0,0,0,0,0,0,60.81,7,2,0,0,0,0,0,3,3,0,89,92,0,7,1,3,0,82,85,0,16,4,3,1,74,77,0,7,3,2,0,86,88,0,0,0,0,0,0,0,0,0,0,0,0,,45,,1735,,?,43161,21,Devon Roedahl,0.0,0.0,0.0,26.7,26.7,14.3,42.9,25.0,18.8,DevonRoedahl2016,,,
